user_id,date,treatment,y,cost,log_propensity,propensity_score,age,income,education,gender_raw,region,z,domain,w_continuous,w_neg,z_neg,cluster_id,neighbor_exposure,channel,customer_segment,previous_purchases,engagement_score,gender
2914,2024-12-06,0,561.8495688022654,8.660330640422405,-0.3920267539632391,0.2517350935756861,36.52197240061315,53253.81183293228,bachelors,male,south,1,target,-1.586876161503101,0.3365015267837352,-0.818471040645363,4,0.8,paid_search,standard,7,51.19556260037953,male
3392,2024-09-05,1,977.9511841002036,5.403974786921434,-0.8849649599003746,0.7716070308593337,54.81792373609764,118064.93662464648,bachelors,Female,east,1,source,0.7703280340996863,-0.9500523451414568,1.2526459472733669,48,0.6,social_media,budget,0,34.08853632547917,female
545,2024-03-11,0,1173.063051505561,58.18405004922082,1.2444860535869635,0.3515759343724469,30.378763149648485,47981.791938762224,masters,Female,south,1,source,0.1447529855700598,0.2247429776979315,0.5939182165559496,15,0.3,direct_mail,premium,4,64.69918978519239,male
867,2024-02-07,0,543.0524403494416,5.090432680939661,0.4144181052292728,0.3241985878031913,71.4733221182012,10000.0,bachelors,Female,east,0,source,0.7960109405616514,-1.3614011034532785,0.349874688388047,15,0.8,paid_search,budget,5,49.31011643768472,female
6146,2024-12-27,1,752.825629489934,55.60837996531876,0.0572312669952572,0.3649959876149283,38.03799109409567,53712.00543082427,phd,F,west,1,target,0.0846325858624107,-0.0930930754423069,-2.2950181016312565,2,0.6,paid_search,standard,0,28.70216552290242,male
8956,2024-04-22,0,755.3233582087981,22.879161847036546,-0.4719668995538177,0.4583589001249495,24.83677755115598,10000.0,bachelors,Male,north,1,source,0.9149271042598696,-0.461977433125371,-1.445308899331461,23,0.3,social_media,standard,2,31.136148381451427,female
277,2024-02-08,1,484.6506495218012,8.35254162240634,1.1487024713406042,0.5716485350317172,22.27650131346381,26236.701205562887,phd,F,central,1,source,-1.3860920975740414,-0.7886784624267495,-1.2658114968753598,42,0.4,email,premium,3,31.895238886563394,female
5025,2024-11-01,0,530.5484836138127,8.717230620369715,-0.9090351105509284,0.4232388062935827,35.48761065951552,15625.20786340106,bachelors,female,west,1,source,1.5828485826283427,-0.3832033669670642,-0.9725591132382072,42,0.5,email,standard,2,22.670669390476363,female
4252,2024-02-24,0,781.9575321846722,6.448186447472593,0.0439783533266601,0.3554990485006808,37.78692717849772,75047.33725726747,bachelors,Male,north,0,source,0.1050344194875422,-1.5592746492910925,1.423233263287735,40,0.6,paid_search,premium,5,16.89133876877987,male
4362,2024-09-26,0,1026.1851570053489,20.4460982917511,-0.4816188772927343,0.2808378136094122,21.02666733845937,10000.0,masters,F,south,0,target,0.5034193362850033,0.8026181993065262,-0.4543088198772605,47,0.5,display_ads,budget,3,16.33531640405248,female
6899,2024-05-23,1,917.4873958665436,6.8131321384970285,-0.3483085809231434,0.4519193257963484,29.157478072326256,132648.44820209115,bachelors,Female,south,0,target,-1.1572542979893632,2.3154674936077324,0.3466784280368613,31,0.3,display_ads,premium,2,22.688189365616807,male
